"question_id","subject_id","content"
"us652831","us15","Ben heard that some paper towels  soaked up water faster than others.He decided to determine which brand  soaked water faster.He cut identical strips of paper towels  from each of 5 different brands.he filed 5 jars half full with water and suspended a strip of different brand in each jar so the end of the strip was 5 cm under the water.Then he measured the hight of the water rose in each one   What is the variable,Constants,Independent Variable and Dependent Variable."
"us652883","us15","What is Newtons second law of motion?<br />"
"us654122","us15","what are siege machines used for"
"us654873","us15","Through which ONE of the following materials would an electrical charge move most easily? <br /> A.   Aluminium <br /> B.   Glass<br /> C.   Rubber <br /><br /> Could you explain please as well - thank you! "
"us654922","us15","A cube is measure 1 cm on each side and has a mass of 2 grams. Will it float on water?"
"us656182","us15","how can you separate sugar from sand??"
"us656346","us15","Is astronomy a type of science?"
"us656552","us15","Two stars in the night sky make an angle of 10^-3 radians at the eye of Matilda. If Arthur, who can just distinguish two spots, 0.5 cm apart, at a distance of 10 m views the stars, can he distinguish them as two distinct objects?                         "
"us656755","us15","what does an elements location on the periodic table tell you about  that element"
"us657777","us15","three clues that indicate a chemical change"
"us659569","us15","the sven biomes least rainfall greatest to least"
"us661280","us15","When you add heat to wood it burns. The cellulose that makes up wood is converted to carbon dioxide, water vapor, and ash. This transfer of energy caused a change to the _____ of wood. <br /> chemical properties <br /><br /><br /><br /> physical properties <br /><br /><br /><br /> internal properties <br />"
"us661984","us15","Which two cellular structures provide protection to the cell"
"us662593","us15","What do you think is the difference between being imaginative in doing science and Doing pseudoscience?"
"us663184","us15","how wide is the moon "
"us663419","us15","Does a stick of dynamite contain force?"
"us664550","us15","Which of the following words do not require a medium to travel through a ocean waves be seismic waves sea sound waves D light waves"
"us665002","us15","Which phrase describes an atom?"
"us666596","us15","explain why a high speed collision between two cars would cause more damage than a low speed collision between the same two cars? "
"us666955","us15","What is the formula for acceleration?"
"us667281","us15","A constellation is _______ that forms a pattern resembling animals, mythological characters, or objects.<br /> A. a group of meteors<br /> B. a group of stars<br /> C. an entire galaxy<br /> D. one single planet<br /><br />"
"us667535","us15","How many resistors are found in this circuit?<br /> A) 0 <br /> B) 1 <br /> C) 2 <br /> D) 3"
"us667856","us15","Which has the highest energy level?<br /> a.  red waves<br /> b.  orange waves<br /> c.  blue waves<br /> d.  radio waves"
"us668276","us15","what form of energy does not involve kinetic energy"
"us669640","us15","displacement is distance combined with "
"us670425","us15","What is the meaning of the word corrosion?"
"us670676","us15","Why is it important for scientists to share information from their investigation?"
"us670734","us15","a bicyclist travels 60.0 in 3.5 hours. what is the cyclists average speed"
"us670761","us15","how much time would it take for an airplane to reach its destination if it traveled at an average speed of 790 kilometers/hours for a distance of 4700 kilometers? what is the airplanes speed in miles/hours?"
"us670785","us15","how far can a person run in 15 minutes if he or she runs a at an average speed of 16 km/hr? what is the runners distance traveled in miles"
"us671851","us15","What is bouyant force"
"us671949","us15","The expression that relates emf, potential, current, and resistance is Ohm's law.<br /> True or<br /> False"
"us672667","us15","What is the biggest planet in our solar system?"
"us673240","us15","An object has a mass of 120 kg on the moon. What is the force of gravity acting on the object on the moon? <br /> A. 12.24 N<br /> B. 20 N<br /> C. 1,176 N<br /> D. 196 N User: A man standing on a bus remains still when the bus is at rest. When the bus moves forward and then slows down the man continues moving forward at the original speed. This is an example of the effect of <br /> A. velocity.<br /> B. gravity.<br /> C. weight.<br /> D. inertia."
"us673563","us15","How does the charge not originate in a battery?"
"us673673","us15","Is the ability to sit in a chair due to sliding friction?"
"us673752","us15","What is the equation used to find power?"
"us673969","us15","The Supreme Court watches the actions of the President to make sure he is acting according to what document?"
"us533884","us15","When chemical bonds are formed, energy is _______the bond? a) Stored in b)Released from c)Not needed in Please help"
"us533892","us15","what was the name of the large landmass that scientists believe used to exist?"
"us534039","us15","The core subject of ______ also includes civics and government studies. A. English B. Mathematics C. History D. Science"
"us534071","us15","What are the types of energies released when a candle burns? A. thermal and radiant B. potential and electrical C. chemical and nuclear D. electrical and sound"
"us534337","us15","Which of the following descibes the refraction of a wave?"
"us534932","us15","A stone was thrown vertically downwards from the top of a tower. if the initial velocity was 3.0 m/s, calculate the velocity with which the stone hit the ground 2 seconds later?"
"us535318","us15","Why is respiration an exothermic reaction? A. a large amount of energy is released into its surroundings B. the heat content, q, of the reaction is positive C. a large amount of energy is required to activate the reaction D. there is no exchange of energy between the system and the surrounding"
"us535791","us15","The same force is applied to two skateboards. One rolls across the room and the other moves a few feet and comes to a stop. Where was there more work done? The skateboard that traveled the shorter distance shows more work because there was more resistance. The skateboard that traveled the longer distance shows more work because it was lighter. The skateboard that traveled further shows more work because the distance was greater. The skateboard that traveled the shorter distance shows more work because the force was greater."
"us536067","us15","When the forward and reverse paths of a change occur at the same rate, <br /> A. the system is conserved. <br /> B. the system is in equilibrium. <br /> C. the change must be physical. <br /> D. the change must be chemical."
